,evaluation,date,label
2417,英特爾傳裁減美國數百名IT員工、規模創2016年高,2019-4-1,-1
2418,標普500季飆13%！股票基金仍失血、錢潮湧入債券基金,2019-4-1,-1
2419,日銀短觀難看、惡化幅度逾6年來最大；日經無懼、勁揚,2019-4-1,0
2420,油價漲勢帶動 原油期貨投機淨多單創下5個月新高,2019-4-1,0
2421,華孚：昆山漢鼎精密金屬火災事件，初估影響4月合併營收約40~50%-保險自負為理賠額10%,2019-4-1,-1
2422,垃圾債恐慌指標降溫！陸美元債利差收斂 殖利率下探8%,2019-4-1,-1
2423,美國抵制影響顯現！華為痛失通訊設備龍頭、5G排第4,2019-4-1,0
2424,FED監管副主席：殖利率曲線反轉不是美國衰退預兆,2019-4-1,-1
2425,穆迪未開鍘、南非暫躲過「垃圾」評級，南非幣反彈,2019-4-1,0
2426,《農產品》USDA報告利空 CBOT農產品全面下跌,2019-4-1,1
2427,《貴金屬》Q1金價上漲1.3% ETF持倉減少0.4%,2019-4-1,1
2428,《金屬》供給擔憂影響 LME基本金屬Q1多數上漲,2019-4-1,-1
2429,《油價》油國減產 NYMEX原油Q1大漲逾3成,2019-4-1,-1
2430,《歐股》梅伊脫歐案3度闖關失利、泛歐指漲幅略縮,2019-4-1,-1
2431,《美債》,2019-4-1,-1
2432,JDI傳籌資千億、淳安-富邦加入出資的台陸聯盟？,2019-4-1,1
2433,《美股》標普季漲幅09年高！盼中美結束貿易戰 Fed高鴿,2019-4-1,1
2434,Challenger：製造業、汽車業高裁員數令人不安,2019-5-2,-1
2435,汽車拖累德國製造業：兩指標爆危機來首見警訊,2019-5-2,-1
2436,製造業PMI摔8個月低！印度股市漲幅縮、降息機率增,2019-5-2,-1
2437,蘋果、IBM調高現金股利！穆迪：減稅法案有利股東,2019-5-2,1
2438,韓國開通5G不到一個月 已吸引26萬用戶嘗鮮,2019-5-2,0
2439,央行買盤與ETF投資帶動 Q1全球黃金需求年增7%,2019-5-2,0
2440,加國農業部長：中國疑已禁止進口兩廠商豬肉,2019-5-2,-1
2441,全球Q1智慧型手機銷量年減4% 華為超越蘋果居第二,2019-5-2,1
2442,AutoData：美國4月車輛銷售量年率盪2014年低,2019-5-2,-1
2443,《DJ在線》山東化工關停逾5百家，染料價格恐再揚,2019-5-2,0
2444,超微CEO：壓箱新品將出籠、今年營收將深具成長性,2019-5-2,-1
2445,Galaxy S10 5G傳自燃 三星：非內部故障,2019-5-2,-1
2446,科銳第3季度營收不如預期、財測遜，盤後大跌9%,2019-5-2,-1
2447,《DJ在線》企業數位轉型，大數據做對了嗎?,2019-5-2,-1
2448,IPO募資遜預期，陸科技業瘋可轉債 發行速度空前,2019-5-2,0
2449,看上8%特別股股息！巴菲特砸大錢助搶親、雪佛龍跳腳,2019-5-2,-1
2450,涉洩露英國鬆綁華為設備 國防大臣遭開除,2019-5-2,1
2451,美國ISM製造業遜：PMI、生產、新出口盪2016年低,2019-5-2,-1
2452,中美會談有成效，傳美擬逐步取消2千億美元關稅,2019-5-2,0
2453,《DJ在線》走出實驗室，摺疊螢幕挑戰才剛開始,2019-5-2,-1
2454,Garmin Q1優，惟全年盈餘預估不如預期、股價跌逾6%,2019-5-2,1
2455,產量進口增加煉油減少 美國上週原油庫存增近千萬桶,2019-5-2,1
2456,美元反彈！鮑爾不理川普，稱通膨僅暫時壓低、政策中立,2019-5-2,0
2457,高通財測遜、下修今年3G-4G-5G全球裝置出貨量預估,2019-5-2,-1
2458,《農產品》天氣不利影響播種 CBOT玉米上漲1.7%,2019-5-2,0
2459,《美債》Fed維持利率不變 殖利率反彈走高,2019-5-2,-1
2460,《貴金屬》美元指數上漲 COMEX黃金下跌0.1%,2019-5-2,1
2461,《金屬》中國數據疲弱 LME基本金屬多數下跌,2019-5-2,-1
2462,《油價》庫存與產量增加 NYMEX原油下跌0.5%,2019-5-2,1
2463,《歐股》勞動節交易淡！英鎊彈升 英股跌一個月低,2019-5-2,0
2464,《美股》鮑爾對降息預期潑冷水 標普翻黑、VIX衝高,2019-5-2,0
2465,替華為出氣？中國宣布建立「不可靠實體清單」制度,2019-5-31,-1
2466,華為晶片設計恐受阻？Synopsys傳已停止提供軟體更新,2019-5-31,0
2467,傳亞馬遜欲向T-Mobile、Sprint收購Boost預付卡服務,2019-5-31,-1
2468,美元強勢壓抑金價 通膨上揚則會刺激黃金避險需求,2019-5-31,-1
2469,《日股》日圓彈升 日經挫近4個月低；JDI逆勢暴漲20%,2019-5-31,-1
2470,美唯一稀土商要明年才能自主加工 蘋果、特斯拉緊張,2019-5-31,0
2471,墨西哥幣兌美元貶2.5%！墨國總統嗆川普：我不是懦夫,2019-5-31,-1
2472,巴西第1季GDP較前季萎縮0.2%，2016來首見衰退,2019-5-31,-1
2473,馬國廠獲准營運！澳洲稀土商Lynas飆5年高 本月暴漲60%,2019-5-31,0
2474,嚴重受創？中國製造業新出口訂單連續12個月呈現萎縮,2019-5-31,-1
2475,日本PC出貨連4季增長；夏普商用飆、拉大與蘋果差距,2019-5-31,-1
2476,疫情導致大陸進口需求下滑 巴西5月黃豆出口年減2%,2019-5-31,-1
2477,傳川普將當面告誡梅伊勿用華為5G、限制情報合作,2019-5-31,0
2478,近2-3大國製造業PMI瀕萎縮！Fed副主席談降息的條件,2019-5-31,1
2479,川普：非法移民減少前、墨國貨品關稅將一路升至25%,2019-5-31,0
2480,中美貿易衝突升溫 智利國銅估銅價將低於原先預期,2019-5-31,1
2481,Uber IPO後首次財報 第1季虧損高達10億美元,2019-5-31,1
2482,HYG月K線翻黑！垃圾債連4週失血 創去年底最長贖回潮,2019-5-31,-1
2483,美國上週原油庫存減少30萬桶 天然氣庫存增長較多,2019-5-31,1
2484,安控廠海康威視不妙？傳彭斯將強烈譴責中國人權紀錄,2019-5-31,0
2485,受惠PC換機潮 戴爾Q1轉虧為盈、營收年增3%,2019-5-31,1
2486,黃豆期貨價才擺脫10年低！傳陸施報復、停購美黃豆,2019-5-31,-1
2487,Gap財報遜、盤後跌13%，CK母公司PVH創2016年新低,2019-5-31,-1
2488,《美國經濟》上週初領失業救濟金21.5萬人符合預期,2019-5-31,-1
2489,美股投資人終於嚇到？P-C Ratio跳升、底部逐漸靠近,2019-5-31,-1
2490,台陸聯盟6-14前查核！INCJ對JDI金援、蘋果或增加下單,2019-5-31,1
2491,《農產品》玉米播種遲緩 CBOT小麥玉米漲逾4%,2019-5-31,0
2492,《貴金屬》降息預期升高 COMEX黃金上漲0.5%,2019-5-31,-1
2493,《金屬》消息面多空糾纏 LME基本金屬漲跌互見,2019-5-31,-1
2494,《油價》庫存減幅較少 NYMEX原油大跌3.8%,2019-5-31,1
2495,《美債》貿易戰延燒避險買盤旺、殖利率曲線倒掛擴大,2019-5-31,0
2496,《歐股》媒體股飆 泛歐指紅，英鎊創1月閃崩後新低,2019-5-31,-1
2497,《美股》P-C Ratio飆 費半跌深反彈；能源與銀行股挫,2019-5-31,0
2498,美國6月ISM製造業PMI盪2016年低，訂單中性、價格跌,2019-7-1,1
2499,歐元區製造業持續萎縮，西班牙PMI大跌盪74個月低,2019-7-1,0
2500,貿易戰韓股大失血，上半年漲幅倒數第3,2019-7-1,-1
2501,星馬弱、就業下滑！東協製造業PMI陷衰退 4個月來首見,2019-7-1,0
2502,"智利銅礦結束罷工 估計損失7,000-10,000噸銅產量",2019-7-1,1
2503,《日股》日經創令和來最大漲幅、衝2個月高；零件股嗨,2019-7-1,1
2504,南韓6月出口連7黑、創逾3年最大跌幅,2019-7-1,0
2505,日經：北京關注美總統大選、採購農產品立場轉趨強硬,2019-7-1,0
2506,印度天氣乾燥威脅收成 美國小麥種植面積創百年新低,2019-7-1,-1
2507,脫歐+全球經濟放緩 英國工廠訂單創多年來最差表現,2019-7-1,1
2508,波動將更劇烈？統計：股市如今有8成掌握在機器手裡,2019-7-1,-1
2509,新台幣兌美元匯價中午暫收30.963元，升值1.09角,2019-7-1,1
2510,北京承諾買美國農產品！川普：將開出清單給中國,2019-7-1,-1
2511,原油亞洲盤跳漲逾2%！俄、沙同意減產協議延長6-9個月,2019-7-1,-1
2512,因應臉書Libra幣？國際清算銀行將成立創新樞紐,2019-7-1,-1
2513,香港基金同意金援JDI！設「訂單」、「股價」等3條件,2019-7-1,1
2514,股債雙牛！美債殖利率連3季下跌，原因何在？,2019-7-1,-1
2515,美國石油探勘井連增兩週 沙國估6-9個月油市可望平衡,2019-7-1,1
2516,復談障礙多！WSJ：川普將華為當籌碼挨批 陸結構改革難,2019-7-1,1
2517,日銀短觀連2季惡化、創近3年低；日經指數無懼、大漲,2019-7-1,-1
2518,中國製造業就業大不易，6月PMI從業人員盪2009年低,2019-7-1,-1
2519,低利時代來臨 REITs後市上漲空間看好,2019-7-1,0
2520,憂慮縈繞 防衛類股大吸金！低波動ETF今年漲幅勝大盤,2019-7-1,-1
2521,黃金期貨投機淨多單持續增長創2017年9月以來新高,2019-7-1,0
2522,三星、LG驚？傳日本將加強對南韓半導體材料出口管制,2019-7-1,1
2523,美中暫停火、離岸人幣飆！專家：看不到協議明確路徑,2019-7-1,0
2524,新鉅科自結4~5月合併獲利1.80億元，每股稅後1.12元,2019-7-1,-1
2525,《農產品》種植面積超出預期 CBOT玉米大跌4.5%,2019-7-1,-1
2526,《貴金屬》COMEX黃金小漲作收 上半年上漲10%,2019-7-1,1
2527,《金屬》預期供給短缺 LME鎳價上半年上漲19%,2019-7-1,-1
2528,《油價》投資人退場觀望 NYMEX原油下跌1.6%,2019-7-1,0
2529,白宮：華為仍將名列實體清單，川普並未給予大赦,2019-7-1,-1
2530,《歐股》德股飆逾百點、泛歐指上半年漲幅創20年之最,2019-7-1,-1
2531,《美股》道瓊期指漲逾250點！川習暫緩開徵更多關稅,2019-7-1,-1
2532,《美債》觀望川習會成果 10年債殖利率再度摜破2%,2019-7-1,-1
2533,蘋果Mac Pro新機種生產傳從美國移至中國、廣達組裝,2019-7-1,0
2534,美國7月ISM製造業PMI盪2016年低，進口、價格萎縮,2019-8-1,-1
2535,美國企業1-7月宣告裁員人數創2015年同期最高,2019-8-1,-1
2536,《韓股》經濟數據慘 日恐擴大斷供 KOSPI跌1月來新低,2019-8-1,-1
2537,《日股》日圓創2個月低 日經翻紅；TDK飆2個半月高,2019-8-1,1
2538,非洲豬瘟延燒、中國雞肉價格飆近50%，漲幅遠多於牛羊,2019-8-1,-1
2539,新興市場最強勢貨幣！泰銖盤旋6年高 不利經濟-觀光,2019-8-1,-1
2540,貿易戰+社會動盪，6月香港房價創半年來首次下跌,2019-8-1,0
2541,《DJ在線》扣件業遇寒冬，貿易戰轉單遲未到,2019-8-1,-1
2542,英特爾：仍在持續出貨給華為、已向政府申請執照,2019-8-1,0
2543,IDC：Q2全球智慧機出貨量年減2.3%、三星續稱霸,2019-8-1,1
2544,《DJ在線》風電商機準備起飛，台供應鏈動起來,2019-8-1,0
2545,用來預測美國GDP變化的MNI芝加哥指數創2015年新低,2019-8-1,1
2546,《DJ在線》在史上最熱鬧的生技展之後,2019-8-1,-1
2547,三星：不會減產記憶體、將額外打造7奈米EUV生產線,2019-8-1,0
2548,《DJ在線》陸去美國化不回頭，三五族持續受惠,2019-8-1,-1
2549,工具機訂單慘！大隈純益9季來首降、Makino砍財測,2019-8-1,-1
2550,Garmin股價逆勢收高：航空表現讚、調高全年度財測,2019-8-1,1
2551,全球基金經理人偏空 建議持股比重創28個月新低,2019-8-1,-1
2552,《DJ在線》E-Bike跑得快，雙雄擁有馬達技術?,2019-8-1,-1
2553,巴西跟進Fed降息、砍兩碼！里爾、南非幣、離岸人幣挫,2019-8-1,0
2554,《DJ在線》迎回流，產學籲設特區、技術管制,2019-8-1,-1
2555,Fitbit Q2銷售遜 下修全年財測 盤後股價跳水14%,2019-8-1,1
2556,川普說對了！WSJ：北京使出拖字訣 想取得更有利協定,2019-8-1,-1
2557,車用MLCC佳、軟板MetroCirc夯！村田財報優、純益增2成,2019-8-1,-1
2558,晶片設備廠科林：中國營收占比暴增、躍居最大市場,2019-8-1,-1
2559,鮑爾稱降息只是中段調節、非長期調降開端，川普砲轟,2019-8-1,0
2560,中國銷售大減、Panasonic營益掉4成；擬關墨國TV工廠,2019-8-1,0
2561,《油價》美庫存連跌7週支撐 NYMEX原油上漲0.9%,2019-8-1,-1
2562,高通：中國正在消化4G庫存，尚未與華為達成最終協議,2019-8-1,-1
2563,《貴金屬與金屬》鮑爾不夠,2019-8-1,-1
2564,《農產品》天候佳+中美談判停滯 玉米-黃豆摜破7月低點,2019-8-1,-1
2565,《歐股》Q2 GDP季增率腰斬 歐元摔兩年低 泛歐指小漲,2019-8-1,1
2566,《美股》鮑爾未暗示將續降息，美元、VIX飆，費半摔,2019-8-1,0
2567,《美債》Fed鴿派程度遜預期，2年債殖利率走揚,2019-8-1,-1
2568,缺工！日本最低薪資調升幅度史上最大、連4年達3%,2019-8-1,-1
2569,德國8月製造業PMI遜、生產者價格通縮蠢蠢欲動,2019-9-2,-1
2570,WSJ-Vistage美國小型企業經濟信心創2012年以來新低,2019-9-2,-1
2571,高售價不利銷售 三星或推平價版Galaxy Fold,2019-9-2,-1
2572,《日股》美中對立 日經跌0.4%；矽晶圓廠Ferrotec勁揚,2019-9-2,-1
2573,路透：上海自貿區企業出走、銀行撤離、殭屍帳戶充斥,2019-9-2,-1
2574,在岸人幣單月貶幅26年高！陸建商喊苦：外幣債負擔驟增,2019-9-2,1
2575,復甦動能緩慢，WSTS再度下修全球半導體銷售預測,2019-9-2,-1
2576,中國大減、日廠零件出貨額續縮；電容減幅2016年來最大,2019-9-2,-1
2577,阿根廷披索8月暴貶！資本管制重啟 IMF紓困遇道德危機,2019-9-2,1
2578,無力挺身對抗逆風？中國家庭債務收入比超德趕美,2019-9-2,0
2579,測試成功！LG Display已開始採用國產氟化氫,2019-9-2,-1
2580,日本蓄電池需求看增、陸廠紛紛搶入；寧德時代半價搶市,2019-9-2,-1
2581,近7成日本民眾贊同對韓祭管制令、67%認為無須讓步,2019-9-2,-1
2582,BDI飆9年新高！低硫燃料新規淘汰舊船、鐵礦砂運輸俏,2019-9-2,1
2583,印度第2季GDP增速降至5.0% 創6年新低,2019-9-2,1
2584,美企陷,2019-9-2,1
2585,美國不想當中國的僕人！川普籲進口商調整供應鏈,2019-9-2,-1
2586,中國免除10%購車稅 激勵特斯拉股價揚、收復月線,2019-9-2,1
2587,中美貿易戰影響！日本製造業設備投資2年來首陷萎縮,2019-9-2,0
2588,認定難跟川普達協議？專家：中國想等農民向川普施壓,2019-9-2,0
2589,《油價》俄減產未達協議 NYMEX原油下跌2.8%,2019-9-2,0
2590,美對中關稅已超過二次大戰前！黑色星期五購物季恐受創,2019-9-2,0
2591,中國企業債違約金額恐破表，美國關稅年底上看24%,2019-9-2,-1
2592,《農產品》供給過剩 春麥慘摔十年低！玉米單月跌近10%,2019-9-2,0
2593,半導體降3成、韓出口連9個月萎縮；日管制令影響有限,2019-9-2,0
2594,《美債》8月債市波動 10年債殖利率創2011年最大月跌幅,2019-9-2,-1
2595,《歐股》中美願續談 泛歐指嗨！寬鬆預期 歐元貶兩年低,2019-9-2,-1
2596,人民幣創史上最大單月貶幅！川普：中國自找麻煩,2019-9-2,1
2597,《貴金屬與金屬》港問題解決前、中對美將趨軟？金價跌,2019-9-2,-1
2598,搶攻數據中心商機！東芝記憶體收購光寶科SSD事業,2019-9-2,-1
2599,《美股》股債再平衡？道瓊創1個月新高、惟交投清淡,2019-9-2,-1
2600,美國製造業PMI盪10年低、Q3 GDP看淡，川普批FED,2019-10-1,-1
2601,美國9月ISM製造業PMI盪2009年低、新出口訂單三連縮,2019-10-1,1
2602,歐元兌美元下挫！9月通膨遜、製造業PMI盪2012年低,2019-10-1,1
2603,香港8月房價連3月走跌 估9月跌幅再擴大,2019-10-1,-1
2604,資金輪動！美公債ETF創1年最大月跌幅 價值股優於成長股,2019-10-1,-1
2605,《日股》日經漲0.59%、結束連2跌；蘋概股嗨、UACJ重挫,2019-10-1,-1
2606,短多平倉賣壓令金價失守重要支撐 但多頭尚未結束,2019-10-1,0
2607,貿易戰、晶片價格走軟 南韓9月出口連10跌,2019-10-1,-1
2608,VIX蠢動？統計：美股10月波動大、選前1年漲幅尤低,2019-10-1,0
2609,澳幣驟升後貶回4週低！澳央如期降息、稱經濟溫和轉折,2019-10-1,-1
2610,芝加哥企業調查指數遜、生產創2009年5月以來最低,2019-10-1,1
2611,債市夯！全球企業債9月份發債額、破單月空前高,2019-10-1,-1
2612,《DJ在線》EUV世代下，台廠能分幾杯羹?,2019-10-1,-1
2613,電動車需求熱！重要原料鎳面臨短缺危機,2019-10-1,0
2614,貨櫃航運9月費率較去年崩43%！海洋聯盟被迫減航班,2019-10-1,-1
2615,中國家庭償債率直逼美國08年危機前水準、消費將轉弱,2019-10-1,-1
2616,《DJ在線》聚焦航太，榮剛、豐達科不畏景氣逆勢成長,2019-10-1,-1
2617,韓媒：管制令上路3個月、日本僅發出5件出口許可,2019-10-1,1
2618,美國上週黃豆玉米出口增加 小麥出口則是週減5%,2019-10-1,-1
2619,,2019-10-1,0
2620,IDC：電競硬體成長動能強 2023年出貨量上看5520萬台,2019-10-1,0
2621,美中摩擦、鋁材需求減！UACJ擬裁員2千人、關閉一座廠,2019-10-1,-1
2622,礦石品位提高 智利8月份銅產量年增11%至51.8萬噸,2019-10-1,-1
2623,小摩：應由美股轉進歐股、歐元區現補漲良機,2019-10-1,-1
2624,金價摜破季線、上升趨勢線！美元強、陸黃金週惹禍？,2019-10-1,-1
2625,100年內難擺脫疫情？中國7成母豬恐已死於非洲豬瘟,2019-10-1,-1
2626,傳退出南韓市場 日產澄清：將維持正常營運,2019-10-1,0
2627,沙國產能恢復原油價跌 美國零售汽油均價同步滑落,2019-10-1,-1
2628,日銀短觀連3季惡化、創逾6年低；日經指數無懼、走揚,2019-10-1,-1
2629,新iPhone銷售強勁、小摩上調目標價 蘋果刷近1年新高,2019-10-1,1
2630,人民幣兌台幣創2008年新低！川普推文祝中國生日快樂,2019-10-1,-1
2631,台積ADR登歷史新高 外資：半導體可能觸底、關稅影響降,2019-10-1,1
2632,《農產品》季度庫存低於預期 CBOT玉米漲逾4%,2019-10-1,-1
2633,《貴金屬》美元美股上漲 COMEX黃金下跌2.2%,2019-10-1,1
2634,《金屬》擔憂需求影響 LME基本金屬多數下跌,2019-10-1,-1
2635,《歐股》德通膨疲弱 歐元貶至逾兩年低 泛歐指揚,2019-10-1,-1
2636,《油價》沙國產能全數恢復 NYMEX原油跌逾3%,2019-10-1,-1
2637,《美股》白宮斥陸企下市為假消息、蘋果夯 費半漲逾1%,2019-10-1,-1
2638,《美債》觀望貿易戰、川普彈劾案 殖利率持平,2019-10-1,-1
2639,美國10月ISM製造業PMI遜、連續3個月萎縮，價格大跌,2019-11-1,1
2640,美國10月新增就業人數讚、時薪增幅遜，製造業裁員,2019-11-1,-1
2641,美國風力發電產能突破100 GW！Q3上線量大、史上高,2019-11-1,-1
2642,《日股》日經收跌0.3%；蘋果-緯創傳直接出資、JDI飆,2019-11-1,-1
2643,美企Q3獲利優於預期 標普續創最長牛市紀錄,2019-11-1,-1
2644,重大考驗！美4兆美元企業債將到期 延展失利恐傷經濟,2019-11-1,-1
2645,金價上揚趨勢仍穩固？道富：想越過9月前波高應不難,2019-11-1,-1
2646,日廠電子零件出貨額連4縮、電容創2015年來最大減幅,2019-11-1,-1
2647,香港經濟正式衰退！GDP連兩季萎縮10年首見,2019-11-1,-1
2648,瑞士堅持負利率！銀行淚推負利率房貸、退休金湧入房市,2019-11-1,-1
2649,美國工業品製造業今年迄今宣告裁員創09年同期新高,2019-11-1,-1
2650,5G相關需求增、TEL升財測；台灣半導體設備銷售增3成,2019-11-1,-1
2651,河南地區銀行連3天爆擠兌潮！政府馳援 今年第四起,2019-11-1,0
2652,南韓10月出口額年減14.7% 創近4年最大跌幅,2019-11-1,-1
2653,Panasonic：特斯拉用電池事業今年度難轉虧為盈,2019-11-1,1
2654,眾院通過彈劾關鍵議案！彈劾進入司法程序時川普可參與,2019-11-1,0
2655,《DJ在線》類比晶片中國市場釋出，台廠誰先竄出頭？,2019-11-1,0
2656,《美國經濟》上週初領失業救濟金21.8萬人 高於預估,2019-11-1,-1
2657,三星宣佈加速投資半導體 今年投資達200億美元,2019-11-1,-1
2658,光學元件廠Lumentum財報財測讚，利潤升、股價漲9%,2019-11-1,0
2659,陸5G起跑！分析師：蘋果在中國最大挑戰 買氣恐減,2019-11-1,0
2660,5G基地台零件訂單超預期！村田調升營益目標、股價飆,2019-11-1,-1
2661,台嘉碩：公司與Murata簽訂部分產品線授權協議,2019-11-1,0
2662,川普：首階段協議涵蓋整個交易6成 陸非問題、Fed才是,2019-11-1,0
2663,5G手機夯！Qorvo財報財測讚、回購股票，盤後大漲,2019-11-1,-1
2664,《貴金屬與金屬》美元摔2週低！金價重返1500美元大關,2019-11-1,-1
2665,《農產品》天候料好轉 玉米挫，市場聚焦貿戰 黃豆揚,2019-11-1,0
2666,《油價》貿易憂慮再現 NYMEX原油下跌1.6%,2019-11-1,-1
2667,《美股》傳北京對協議生疑、川普急滅火、VIX飆 標普軟,2019-11-1,0
2668,Switch熱賣、任天堂營益飆10年高；Lite平均1天賣18萬台,2019-11-1,-1
2669,《歐股》傳陸對全面性貿易協定存疑 泛歐指綠 PSA瀉13%,2019-11-1,0
2670,芝加哥企業調查指數遜、新接訂單創2009年最低,2019-11-1,1
2671,《美債》中官員對全面協議存疑 殖利率重挫,2019-11-1,-1
2672,富達國際CEO：美國國債估值達到100年來最高水準,2019-12-2,-1
2673,影子銀行化膿內爆！印度GDP受創、Q3創6年低,2019-12-2,0
2674,《日股》日經1年2個月高；石英元件廠續飆、任天堂衝,2019-12-2,1
2675,全球車市景氣黯淡 南韓汽車出口恐連跌7年,2019-12-2,-1
2676,達里歐：美經濟體制失靈  若不改善 人民恐互相殘殺,2019-12-2,1
2677,DHL調查：跨國企業當中、僅8%預期美中關稅終將取消,2019-12-2,-1
2678,雨量充足帶動 印度小麥產量估創新高首度超過1億噸,2019-12-2,0
2679,全球5G必要專利申請數華為居冠 但獲准率低,2019-12-2,0
2680,《DJ在線》一樣禁廢兩樣情，榮成低潮、正隆嗨,2019-12-2,0
2681,新階段川普彈劾聽證將登場、傳眾院耶誕節前表決,2019-12-2,-1
2682,自給率僅有15%，中國拿黃豆對抗美國等於搬石砸腳？,2019-12-2,-1
2683,豪雨罷工以及銅價下跌影響 智利國銅獲利減近6成,2019-12-2,-1
2684,對抗陸韓廠！日本前兩大造船廠今治-JMU進行合作,2019-12-2,1
2685,10月訪港遊客銳減近44% 迪士尼彷彿「空城」,2019-12-2,-1
2686,美國經濟展望較為正面 法儲銀下調明年金價預估,2019-12-2,1
2687,購物季也難救？美零售業ETF 可取得股票441%遭做空,2019-12-2,-1
2688,《DJ在線》租賃三雄各擁優勢，明年市況怎看？,2019-12-2,-1
2689,瑞銀、Fomalhaut：華為Mate 30並未採用美國零件,2019-12-2,0
2690,《DJ在線》三五族擁多項動能，明年Q1不看淡,2019-12-2,-1
2691,美「黑五」網購額衝上74億美元新高、實體店人潮降,2019-12-2,-1
2692,陸閉鎖期屆滿 股東大減持！專家：賣壓恐達人幣2400億元,2019-12-2,0
2693,美國產油創新高 伊拉克稱OPEC+或考慮擴大減產,2019-12-2,1
2694,Fed由降息轉向升息？專家：短期內不太可能,2019-12-2,-1
2695,三星摺疊機Galaxy Fold廣受好評、傳擴大至60國販售,2019-12-2,-1
2696,南韓11月出口年減14.3%、連續第6個月呈現兩位數衰退,2019-12-2,-1
2697,《美債》企業趁低利率搶發債 公債價格承壓,2019-12-2,-1
2698,人民幣兌台幣連4年貶！人行：不讓百姓手中票子變毛,2019-12-2,-1
2699,《歐股》歐數據利多不敵貿談憂慮 泛歐指挫，Ocada飆10%,2019-12-2,-1
2700,《農產品》貿易擔憂影響 CBOT黃豆年內下跌2%,2019-12-2,-1
2701,《貴金屬》COMEX黃金上漲0.8% ETF持倉減少,2019-12-2,1
2702,《金屬》擔憂中美貿易 LME基本金屬多數下跌,2019-12-2,1
2703,《油價》減產協議或不延長 NYMEX原油跌逾5%,2019-12-2,0
2704,《美股》3大指數收低 但寫下5個月來最大月度漲幅,2019-12-2,-1
2705,滿足日本條件、加快對話！南韓傳將加強出口管理體制,2019-12-2,1
2706,劍指中國？日本傳將鼓勵5G電信設備多用國內零件,2020-1-2,-1
2707,陸官媒未提川普北京行！南早：憂美方恐要求更多讓步,2020-1-2,-1
2708,泰銖強升引發央行干預 恐被美列入匯率操縱國,2020-1-2,-1
2709,種植面積減少以及天氣不利 歐盟糖產量估連兩年下滑,2020-1-2,-1
2710,氣候變遷拉警報！調查：9成千禧世代聚焦,2020-1-2,-1
2711,三星估今年全球景氣差，BOK籲藉AI提升預測準確性,2020-1-2,-1
2712,蘋果本益比多達24倍 9年新高！仍遠低於亞馬遜的81倍,2020-1-2,-1
2713,避險需求及貨幣政策寬鬆 分析師看好金價挑戰新高,2020-1-2,-1
2714,FT調查：2020年英國經濟無大起色 脫歐風險仍高,2020-1-2,1
2715,充電如同連Wi-Fi！新創公司科技 解決物聯網電池難題,2020-1-2,-1
2716,「5G」為推升日股走高的最大功臣、Advantest市值飆2倍,2020-1-2,0
2717,《DJ在線》5G手機爆發，2020年上半年散熱續旺,2020-1-2,-1
2718,2009年以來最低迷！新加坡去年GDP初估成長0.7%,2020-1-2,-1
2719,貴到買不下手？巴菲特婉拒、珠寶商Tiffany情歸LVMH,2020-1-2,-1
2720,騰訊收購全球最大唱片公司環球音樂10%股權,2020-1-2,-1
2721,群眾抗議事件影響礦商出貨 智利11月銅產量年減6.7%,2020-1-2,-1
2722,5G智慧機夯、今年全球市場規模料暴增至20倍,2020-1-2,1
2723,新台幣對美元匯價9:24暫收29.985元，升值1.21角(無內文),2020-1-2,-1
2724,國內產油創新高 美國原油進口量降至1994年以來新低,2020-1-2,-1
2725,韓國2019年出口金額衰退10.3%、現代史上第三慘,2020-1-2,-1
2726,微軟2019年股價漲幅10年來最佳 帶領美股強彈,2020-1-2,1
2727,《歐股》泛歐指年漲23% 創全球金融海嘯以來之最,2020-1-2,1
2728,德國又一核反應爐熄燈、未來兩年續關6座 2038年棄煤,2020-1-2,0
2729,龍頭換人！空巴2019交機數超車波音 睽違8年重返寶座,2020-1-2,-1
2730,《農產品》貿易緊張趨緩 2019年CBOT農產品收高,2020-1-2,-1
2731,《貴金屬》2019年金價上漲19% 鈀金上漲近60%,2020-1-2,1
2732,台灣大選後再簽！川普推遲美中第一階段協議簽署日,2020-1-2,-1
2733,《金屬》2019年LME銅與鎳上漲 其餘金屬則是下跌,2020-1-2,1
2734,QQE來首見！日銀去年ETF收購額大減、較目標值少3成,2020-1-2,-1
2735,《美股》費半去年飆60% 納瓦洛：今年道瓊上看3萬2千點,2020-1-2,-1
2736,油價寫下3年來最大年度漲幅 關注OPEC+的行動,2020-1-2,1
2737,《美債》10年債殖利率小漲 全年跌幅仍創5年新高,2020-1-2,-1
2738,三星華城晶片廠突跳電！DRAM、NAND生產線部分停擺,2020-1-2,1
2739,滬深股市2010年代表現糟，新十年首日人行宣布降準,2020-1-2,-1
2740,川普：美中正就疫情密切合作，中國將向美國大買農產品,2020-1-30,1
2741,肺炎疫情衝擊，台股爆量重挫696點、創史上最大跌點,2020-1-30,-1
2742,1-30新台幣兌美元匯率以30.277元作收，貶值2.71角,2020-1-30,1
2743,疫情威脅中美首階協議？美農業部長：恐拖累陸採購,2020-1-30,-1
2744,蘋果暫關三家中國直營店，官網籲顧客入店時佩戴口罩,2020-1-30,-1
2745,陸疫情是否宣布國際緊急狀態 WHO面臨空前難題,2020-1-30,0
